City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
579,Benguela,AO,75.83,overcast clouds,-12.5763,13.4055,Hotel Praia Morena
581,Byron Bay,AU,64.29,overcast clouds,-28.65,153.6167,Backpackers Inn
582,Pontal Do Parana,BR,62.87,broken clouds,-25.6533,-48.5128,Eco Hostel Residencial Bananeiras
584,Isangel,VU,78.3,clear sky,-19.55,169.2667,Tanna Lodge
585,Srivardhan,IN,80.17,clear sky,18.0333,73.0167,Savli Resort/Hotel - Shrivardhan
587,Sao Miguel Do Araguaia,BR,76.28,scattered clouds,-13.275,-50.1628,Hotel Executivo Palace
588,Namatanai,PG,83.41,light rain,-3.6667,152.4333,Seagulls Inn Namatani
590,Odienne,CI,74.19,overcast clouds,9.51,-7.5692,Oustaz Vame DIAKITE
591,Inhambane,MZ,70.65,clear sky,-23.865,35.3833,Oceano
592,Manakara,MG,71.8,scattered clouds,-22.1333,48.0167,La Residence Manakara
593,Birin,NP,60.58,overcast clouds,26.8865,88.0718,Sangam hotel and lodge
594,Tuy Hoa,VN,77.31,overcast clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
597,Whakatane,NZ,63.64,overcast clouds,-37.9585,176.9854,Pacific Coast Motel
598,Charters Towers,AU,70.2,light rain,-20.1,146.2667,Cattleman's Rest Motor Inn
600,Loiza,PR,82.4,few clouds,18.4313,-65.8802,Puerto Rico Vacation Villas at Aquatika
602,Qui Nhon,VN,77.07,overcast clouds,13.7667,109.2333,Khách sạn Hải Âu Quy Nhơn - Seagull Hotel
603,Beatrice,US,75.29,clear sky,40.2681,-96.747,Victorian Inn Beatrice
605,Annau,TM,71.1,overcast clouds,37.8876,58.516,"Гостиница ""Уссат инженер"""
606,Zhanaozen,KZ,64.22,light rain,43.3,52.8,K.korabay 28A
607,Tautira,PF,80.69,clear sky,-17.7333,-149.15,Pension Oaoa
609,Quang Ngai,VN,75.52,overcast clouds,15.1167,108.8,Central Hotel
610,Utete,TZ,71.06,few clouds,-7.986,38.758,River View Lodge
612,Ternate,ID,82.6,scattered clouds,0.8,127.4,Sahid Bela Ternate Hotel
614,Menongue,AO,64.9,overcast clouds,-14.6585,17.691,Ritz Lauca
616,Nortelandia,BR,70.38,clear sky,-14.4547,-56.8028,Hotel Karysmã
619,Pochutla,MX,88.83,overcast clouds,15.7432,-96.4661,Hotel Posada San Jose
620,Bitung,ID,79.65,scattered clouds,1.4451,125.1824,K2 Lembeh
621,Omboue,GA,75.38,overcast clouds,-1.5746,9.2618,Hotel Olako
622,Amberley,US,60.55,overcast clouds,39.2048,-84.428,Days Inn & Suites by Wyndham Cincinnati
624,Ponta Delgada,PT,66.51,broken clouds,37.7333,-25.6667,Vila Nova Hotel
625,Terrell,US,89.44,few clouds,32.736,-96.2753,"Holiday Inn Express & Suites Terrell, an IHG Hotel"
626,Durham,US,61.27,overcast clouds,36.0335,-78.8664,Hampton Inn & Suites Durham/North I-85
629,Serrinha,BR,70.16,clear sky,-11.6642,-39.0075,Hotel Serra Sol
632,Mount Isa,AU,65.97,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
634,Malanje,AO,64.11,scattered clouds,-9.5402,16.341,Hotel Ginga
635,Grand-Santi,GF,73.9,overcast clouds,4.25,-54.3833,Hotel La Villa Couacou
636,Coahuayana,MX,83.71,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
637,Kebumen,ID,77.0,overcast clouds,-7.6687,109.6519,RedDoorz Syariah near Alun Alun Kebumen
643,Guhagar,IN,77.81,clear sky,17.4842,73.1929,Hotel Seawinds
645,Dabat,ET,61.48,overcast clouds,12.9842,37.765,Haymanot hotel
647,Fukue,JP,63.91,overcast clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
648,Vauvert,FR,66.36,clear sky,43.7,4.2833,Le Lys d'Or
652,Uige,AO,68.5,overcast clouds,-7.6087,15.0613,Hotel Catraio
654,Samfya,ZM,67.75,overcast clouds,-11.3649,29.5565,Chita Lodge Samfya
660,Harer,ET,61.07,clear sky,9.3094,42.1258,Amir Cultural Harari Guesthouse
662,Cananea,MX,81.5,clear sky,30.95,-110.3,Casas Montoya
663,Ankazobe,MG,61.47,broken clouds,-18.3167,47.1167,
664,Marzuq,YE,73.94,broken clouds,14.4,46.4667,
666,Brooks,CA,62.58,overcast clouds,50.5834,-111.8851,Heritage Inn Hotel & Convention Centre
667,Morant Bay,JM,82.02,clear sky,17.8815,-76.4093,Whispering Bamboo Cove Resort
669,Gushikawa,JP,76.23,broken clouds,26.3544,127.8686,Kirari Guest House
